edge_id,bank_edge_id,src,dst,repair_score,repair_reason
2387,3082,230,95,2.908088231914715,low_compatibility_junction
2388,3522,257,179,2.9072530885242336,low_compatibility_junction
2389,809,58,409,2.9063312746650083,low_compatibility_junction
2390,1767,135,7,2.9049213076121205,low_compatibility_junction
2391,112,7,135,2.903506001740158,low_compatibility_junction
2392,3401,249,179,2.902146782907957,low_compatibility_junction
2393,6569,478,179,2.901618884050367,low_compatibility_junction
2394,2725,200,149,2.9012478920904243,low_compatibility_junction
2395,6820,494,278,2.9005645812639087,low_compatibility_junction
2396,1845,139,391,2.898275329029147,low_compatibility_junction
