query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids,ep_id
406,6,55,True,7,60.69735385811391,6 7 9 29 31 32 53 55,11 17 39 43 47,406
407,1,124,True,7,65.22214004115293,1 3 4 26 46 86 126 124,2 5 28 52 70,407
408,273,389,True,6,54.85975051137589,273 293 313 353 372 390 389,264 277 292 297,408
409,41,127,False,0,inf,,,409
410,273,389,True,6,54.85975051137589,273 293 313 353 372 390 389,264 277 292 297,410
411,261,230,True,6,59.8935309698211,261 241 222 204 206 208 230,230 181 133 140,411
412,203,123,True,7,61.753979848946194,203 204 206 186 166 146 124 123,133 136 121 109 102,412
413,241,209,True,5,47.6263804918862,241 222 204 206 207 209,181 133 139,413
414,358,352,False,0,inf,,,414
415,203,252,True,6,57.899171691165854,203 204 206 207 209 231 252,133 139 147 160,415
416,384,353,True,6,54.40257338598107,384 386 387 389 390 372 353,302 304 306 307,416
417,12,18,False,0,inf,,,417
418,29,126,True,4,38.56637233116,29 27 46 86 126,33 52,418
419,107,12,True,7,62.26320021817792,107 86 46 27 7 9 10 12,65 49 31 11 15,419
420,399,313,False,0,inf,,,420
421,304,223,False,0,inf,,,421
422,224,106,True,7,55.12370060114525,224 226 206 186 166 146 126 106,188 136 121 109 103,422
423,399,312,False,0,inf,,,423
424,303,390,True,14,134.0982678218078,303 281 241 222 204 206 207 209 231 252 292 313 353 372 390,251 230 181 133 139 147 160 210 238 259 277 292,424
425,124,204,True,4,37.428666485665566,124 146 187 206 204,108 129,425
426,80,86,False,0,inf,,,426
427,9,40,False,0,inf,,,427
428,224,283,True,4,39.62646618069985,224 222 241 281 283,184 232,428
429,212,393,True,7,58.59761758059794,212 232 252 292 312 332 352 393,216 238 258 271 283,429
430,298,392,False,0,inf,,,430
431,152,238,False,0,inf,,,431
432,26,55,True,7,60.69735385811391,26 7 9 29 31 32 53 55,11 17 39 43 47,432
433,52,3,True,6,55.938910349790845,52 31 29 27 26 4 3,42 38 32 24,433
434,340,203,True,6,55.07838078394514,340 341 301 281 241 221 203,285 266 251 229,434
435,209,198,False,0,inf,,,435
436,47,40,False,0,inf,,,436
437,398,312,False,0,inf,,,437
438,392,306,False,0,inf,,,438
439,273,187,True,5,46.67982634787556,273 252 231 209 208 187,233 203 156,439
440,287,392,False,0,inf,,,440
441,204,304,False,0,inf,,,441
442,21,143,True,9,85.55822280464088,21 1 3 4 26 46 86 126 124 143,0 2 5 28 52 70 95,442
443,306,221,False,0,inf,,,443
444,200,213,True,8,78.1366667293548,200 221 222 204 206 208 210 212 213,179 181 133 140 152 163,444
445,226,312,True,6,60.28559564478153,226 207 209 231 252 292 312,147 160 210 238,445
446,239,227,True,7,67.51200945551867,239 218 236 235 233 231 229 227,178 228 225 219 206,446
447,209,261,True,6,55.63478882201169,209 207 206 224 222 241 261,145 141 186 184,447
448,158,212,True,6,54.2766671101331,158 198 218 236 235 233 212,132 178 228 225,448
449,26,80,False,0,inf,,,449
450,9,40,False,0,inf,,,450
451,19,12,False,0,inf,,,451
452,280,226,True,5,46.37637789290607,280 261 241 222 224 226,239 230 183,452
453,312,226,True,6,57.127039943375514,312 292 252 231 209 208 226,254 233 203 156,453
454,56,7,False,0,inf,,,454
455,312,227,True,5,49.678611008508646,312 292 252 231 229 227,254 233 206,455
456,260,384,True,17,158.08004343462005,260 241 222 204 206 207 209 231 252 292 313 353 372 390 389 387 386 384,230 181 133 139 147 160 210 238 259 277 292 297 308 305 303,456
457,281,387,True,15,140.91420984360724,281 241 222 204 206 207 209 231 252 292 313 353 372 390 389 387,230 181 133 139 147 160 210 238 259 277 292 297 308,457
458,235,224,True,6,55.97551862215075,235 233 231 209 207 206 224,219 203 155 145,458
459,300,227,True,6,60.06286509905058,300 281 241 222 224 226 227,251 230 183 187,459
460,47,140,True,7,62.43019586001674,47 87 106 126 124 123 121 140,73 79 95 90 88,460
461,24,52,True,6,53.65985527854739,24 26 7 9 29 31 52,26 11 17 39,461
462,81,146,True,4,37.183579418953954,81 121 123 124 146,87 89,462
463,352,346,False,0,inf,,,463
464,186,260,True,5,49.53918790686475,186 226 224 222 241 260,190 186 184,464
465,272,358,False,0,inf,,,465
466,235,203,True,7,66.18403303620782,235 233 231 209 207 206 204 203,219 203 155 145 138,466
467,353,384,True,6,54.428989208312196,353 372 390 389 387 386 384,297 308 305 303,467
468,81,6,True,9,78.84419689822892,81 121 123 124 126 106 86 46 26 6,87 89 91 93 76 65 48,468
469,233,221,True,7,66.21808227635346,233 231 209 207 206 224 222 221,203 155 145 141 186,469
470,132,218,False,0,inf,,,470
471,352,337,False,0,inf,,,471
472,147,232,True,5,47.578426015807224,147 167 207 208 210 232,118 146 152,472
473,392,381,True,15,144.04823577267365,392 372 332 292 252 231 209 207 206 224 222 241 281 301 341 381,294 280 254 233 203 155 145 141 186 184 232 253 267,473
474,21,86,True,6,54.449974514177015,21 1 3 4 26 46 86,0 2 5 28,474
475,389,341,True,15,143.83672443756922,389 390 372 332 292 252 231 209 207 206 224 222 241 281 301 341,307 294 280 254 233 203 155 145 141 186 184 232 253,475
476,100,167,True,5,47.51691275228729,100 121 123 124 146 167,87 89 92,476
477,223,304,False,0,inf,,,477
478,4,52,True,6,52.61668127539064,4 6 7 9 29 31 52,7 11 17 39,478
479,253,204,True,5,51.08365662722258,253 232 230 208 226 204,213 197 153,479
480,229,315,True,5,44.198755436283946,229 231 252 272 293 315,210 236 245,480
481,358,352,False,0,inf,,,481
482,55,7,True,5,44.235499288804796,55 53 32 31 29 7,59 46 42,482
483,206,300,True,5,49.78076953066194,206 224 222 241 281 300,186 184 232,483
484,59,10,False,0,inf,,,484
485,75,6,True,6,54.52417442339961,75 53 32 31 29 7 6,59 46 42 35,485
486,312,226,True,6,57.127039943375514,312 292 252 231 209 208 226,254 233 203 156,486
487,235,136,False,0,inf,,,487
488,352,383,True,7,64.58329255827428,352 372 390 389 387 386 384 383,297 308 305 303 301,488
489,52,46,True,4,39.55204212896493,52 31 29 27 46,42 38,489
490,80,87,False,0,inf,,,490
491,209,178,False,0,inf,,,491
492,326,333,False,0,inf,,,492
493,358,352,False,0,inf,,,493
494,238,313,True,6,54.72774889348216,238 236 235 233 273 293 313,228 225 223 250,494
495,387,301,True,15,140.43189468885888,387 389 390 372 332 292 252 231 209 207 206 224 222 241 261 301,306 307 294 280 254 233 203 155 145 141 186 184 231,495
496,106,203,True,5,47.63718089972264,106 146 187 206 204 203,108 129 138,496
497,381,200,False,0,inf,,,497
498,339,273,False,0,inf,,,498
499,223,284,False,0,inf,,,499
