stage,evidence_class,run_root,out_root,env_name,seed,task_id,episode_count,eval_on_cpu,gpu,wrapper_status,official_repo_sha,keygraph_sha256,policy_sha256,tdr_sha256,evaluation_command,episode_rows_collected,collector_command
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-medium-stitch-v0,45,"1,2,3,4,5",50,0,0,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,be71830690f5090355d0c2e0390fef79081738fecf62f1df7f2a0451567af66a,6360bfd03b1222f0c00dce6127cb658ed8b82c3f3c05315a7c55711977974e70,64d01470ae9c13157f0a3df2e9f6556fadcc401581c777778781d4074401eb16,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-stitch-v0/seed45/instrumentation --envs antmaze-medium-stitch-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-medium-stitch-v0,46,"1,2,3,4,5",50,0,1,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,f965820ad3614f2e01d3d896f769ff6df3cb8f92c04e05fe181c5bf4bc4b8b95,fcd785f57ab625cf28a2b93ac1e4c53dc7e07c097f51b6427712f17696046d66,acb340b2364d9a894feb58c369e3b786c26b313fc442c41676c128b9e923bbf5,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/wide_atlas_active/antmaze-medium-stitch-v0/seed46/instrumentation --envs antmaze-medium-stitch-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-5,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-explore-v0,44,"1,2,3,4,5",50,0,0,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,b586ed3b971eac7bddea3b43494c8bc974b85b70507c900031ed183c81180d0a,16663017c47e9a44db2dc39e306eef7d9a1b51cdaf2d47a44cfb73f5c323baf4,168c9edc1bd3ae7d59d1c5373ea7c56f94d33f16da2474ca5d74cff5ab3cd5bc,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-explore-v0/seed44/instrumentation --envs antmaze-teleport-explore-v0 --seeds 44 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-explore-v0,45,"1,2,3,4,5",50,0,1,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,8adab3122d5fdb8b300f0ce99bef6773115a5cfdc0e82f9fc39c5f29d2e92c6c,6aae6866b1b0a2439aab7524be17286c9117f696e7d107d38cd3e74703a1ef88,7365d2d0656eb4697559a248574f4c1ecc2d904b68cb0dda856ad1f539d2f5d4,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-explore-v0/seed45/instrumentation --envs antmaze-teleport-explore-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-explore-v0,46,"1,2,3,4,5",50,0,0,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,dab2e384f8e6981209138b6a68b7de5e52d1d56746e48a68664ee30ca91a365f,51f625d53d985e591206e010e568251e6162b445c5c39eaddc8f053a7634db6f,8179d5b8e923016ce995c77942ff920d19fff2a8ec29023bdd3861578a41fa89,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-explore-v0/seed46/instrumentation --envs antmaze-teleport-explore-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-navigate-v0,44,"1,2,3,4,5",50,0,1,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,9c1ce50b3640a75ce2ae116fa6f5c63c982f16c68c2e898dc22f88200521aeb8,bc7f950070de2f33656b6243173d4dd7bc94e2ccf270bb0d9f0793c8094e16bd,a27424af37c3a38bfc15022639f3c2209c7ac6f0afba78efd4e682b59edc25bf,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-navigate-v0/seed44/instrumentation --envs antmaze-teleport-navigate-v0 --seeds 44 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-navigate-v0,45,"1,2,3,4,5",50,0,0,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,7d1230e17c80f12031e893b4ac2bdbe522b7b6faf4ea1d9056100a6c41df01eb,dd2198641accc8a94dd7b5ca8d79358bbc776246ca711643ede22524829f27f7,17460c873c83cc2a70448dd67ddfc56be24b693ff5e0dc96f21661985aa5b328,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-navigate-v0/seed45/instrumentation --envs antmaze-teleport-navigate-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-navigate-v0,46,"1,2,3,4,5",50,0,1,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,846fc6d88e67ed1ac9e59d28456fc2ecf6f73d95c5dd648707107bf0f413bf11,e58d925152806bd9b92be051e71df906cbd08a2f0cf41c5d1e5a461e85b9b3ce,423b26fca56fb3a3b01fd2a4ee7de5ee12b97b94e6d906313ad986346b5b1b0b,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-navigate-v0/seed46/instrumentation --envs antmaze-teleport-navigate-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-stitch-v0,44,"1,2,3,4,5",50,0,0,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,f7bc1bfcdc7123573227a7b4c01bc46b1c529e5bb490241f8d9a2f1d456543fd,a3f1bae630a9bf26af320c48acda28e8b270d9f8470f00b9f5eb58d953010eac,01a0f8c43a79a14beb97e3d4ba7248006a17f0cb4cc56c9b3fb25293e2f3c9c5,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-stitch-v0/seed44/instrumentation --envs antmaze-teleport-stitch-v0 --seeds 44 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-stitch-v0,45,"1,2,3,4,5",50,0,1,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,d412b86aced23a1b2ad922fb97c1afd449ae94132bd736c7c6baef3e5a7654d0,62c825616a5cb9a0905b1cdb965141531a987e1f5064c4e3a3b48c4742a40828,6b487a75d0813f5b205a036616a03f9fa7b4743697672cd9df43bb6c763a32a2,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-stitch-v0/seed45/instrumentation --envs antmaze-teleport-stitch-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,antmaze-teleport-stitch-v0,46,"1,2,3,4,5",50,0,0,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,76599ce355692a58ab019925a43f714355dae6190159f7587f3b6a18f1aac25c,e89fe5b3b90cf9acd70892dc1bd62faac68ad0c33a1af6770fde1ee38f5784c9,149212907b06d8067cc55286a4c164e1600dff4f7d92dc188638f5e9ec29acfe,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/antmaze-teleport-stitch-v0/seed46/instrumentation --envs antmaze-teleport-stitch-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,humanoidmaze-large-navigate-v0,44,"1,2,3,4,5",50,0,1,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,9eea2c126354d004a3a45738c686582f60f7873121d7deb4ee050c07f24abe7a,7f1c8b5faadb61065c1bd9b68752f8dea7e308f3ee1881e72e9370410d26f5f9,fbd7524bd01dd08931160cc7eae60104fccb6ede3c436b838f42d563f460b1ea,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/humanoidmaze-large-navigate-v0/seed44/instrumentation --envs humanoidmaze-large-navigate-v0 --seeds 44 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,humanoidmaze-large-navigate-v0,45,"1,2,3,4,5",50,0,0,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,3b3c62cccbd98ab6e54a93bb27699f65c5ca15ca5414a614b9926b445bdf9f5a,d30c8836578c2402d087d646346bc427a999895ec4fc4711841c2e89f9ff2922,9d0e5e6a20df785764989b2b5400eebe1d082787c131d502fb7539a7cba56c62,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/humanoidmaze-large-navigate-v0/seed45/instrumentation --envs humanoidmaze-large-navigate-v0 --seeds 45 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 0 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COMPUTE_MANIFEST,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,humanoidmaze-large-navigate-v0,46,"1,2,3,4,5",50,0,1,OFFICIAL_GAS_NON_INVASIVE_TRACE_ACTIONS_UNCHANGED,UNAVAILABLE_IN_VENDOR_COPY,5b34705f6fb9e1b743b8c468b2cd3beb0bf42b27bac29a6ae793ded19bc745e5,c24ceaa2439a62bd51dad39887965fd9948dd6dd35d6a1fe16ac2cada7727019,ee59b626dc5cb5e3877e9830fe337f198a5c36494b4fd579aac41a4721d85ee8,/root/miniconda3/envs/gcrlo/bin/python scripts/stage30_official_gas_instrument.py --artifact-root artifacts/gas_ogbench_offline_full_20260522_165138 --gas-repo-path external_src/GAS --out-root runs_stage31_official_gas/incremental_ready_eval_gcrlo_active/humanoidmaze-large-navigate-v0/seed46/instrumentation --envs humanoidmaze-large-navigate-v0 --seeds 46 --task-ids auto --max-task-id 5 --episodes 50 --eval-on-cpu 0 --gpu 1 --fallback-mode none --recover-dataset-indices 0 --node-map-batch-size 4096 --node-map-tolerance 1e-05,,
stage31_wide_official_gas_behavior_atlas,OFFICIAL_GAS_WIDE_COLLECTOR_COMMAND,"runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active",runs_stage31_official_gas/combined_wide_plus_incremental_active/global,,,,,,,,,,,,,9000,"/root/miniconda3/envs/gcrlo/bin/python scripts/stage31_collect_wide_atlas.py --run-roots runs_stage31_official_gas/wide_atlas_active,runs_stage31_official_gas/incremental_ready_eval_gcrlo_active --inventory-csv runs_stage31_official_gas/wide_artifact_inventory_live_check/official_gas_artifact_inventory.csv --out-root runs_stage31_official_gas/combined_wide_plus_incremental_active/global"
