segment_index,edge_id,global_i,global_j,src,dst,num_segments,num_unique_starts,num_unique_episodes,median_h,edge_bottleneck_score
388585,421,25297,25305,272,273,3435,743,41,7.0,0.8389728572309009
390976,421,181457,181465,272,273,3435,743,41,7.0,0.8389728572309009
15880,10,146805,146808,5,6,1744,340,37,7.0,0.4942256235210543
237574,246,129078,129083,207,208,2651,480,51,7.0,1.3972225133438927
2672,2,98400,98408,3,4,5792,1015,65,7.0,0.5708371775563242
25386,19,60772,60782,7,5,59,31,13,10.0,0.5426091782944411
316624,351,144631,144634,229,209,1862,465,44,6.0,1.2040851850136032
332880,371,83329,83335,232,212,3225,743,49,7.0,1.0962254186468878
352337,389,108919,108920,235,215,3043,744,48,7.0,0.7237432083932548
555312,575,16311,16321,390,389,5780,1058,60,7.0,0.7425888616027709
350520,385,89258,89265,233,252,291,81,15,8.0,1.1940024538182468
197707,201,110661,110662,186,166,2279,451,46,7.0,1.2843709165327069
308153,343,43584,43588,226,227,2314,483,33,6.0,0.4615167349457846
318693,352,184103,184111,229,210,1418,448,40,8.0,0.665031004775942
329064,364,136793,136799,231,212,77,24,5,8.0,1.1411627055128797
276254,299,65509,65516,216,215,1287,270,38,6.0,0.6704601283040799
399805,431,170539,170548,281,261,1754,324,37,7.0,0.934839852702454
116449,120,58757,58765,53,33,2430,508,57,7.0,0.6145816993069612
471794,494,6444,6454,318,317,2361,405,53,7.0,0.5899983588744228
222224,225,67908,67911,204,224,1532,316,32,6.0,0.7820937747631929
429836,463,41893,41901,305,306,1373,300,35,7.0,0.4805973720292605
165948,173,172425,172435,126,127,1965,491,35,7.0,1.181694780615308
543909,568,18794,18800,388,389,2407,439,67,7.0,0.7088659022355741
311098,345,196357,196366,227,206,1166,345,37,8.0,1.067174264901552
57219,40,49691,49699,10,11,1969,337,37,7.0,0.6435638621308869
162781,170,71405,71414,126,106,1634,316,34,7.0,0.8607825119832312
311354,346,39312,39320,227,207,1789,455,46,6.0,1.3972225133438927
298029,332,106099,106104,223,224,2604,557,36,7.0,0.6191565157353949
279267,302,194843,194852,216,235,1104,261,45,8.0,0.7237432083932548
213081,213,188978,188984,198,218,3262,622,68,7.0,0.8816696613244259
164095,171,199045,199051,126,107,156,38,6,8.0,0.8814227627528947
519370,544,62792,62798,372,352,3304,604,64,7.0,0.8635553308620566
42577,34,17919,17927,9,10,6723,1315,66,7.0,0.8979178206761399
172775,178,135181,135190,127,146,784,296,37,8.0,1.2918859947622392
94975,99,92350,92353,33,32,1310,286,42,7.0,0.586989255123132
210335,213,28806,28816,198,218,3262,622,68,7.0,0.8816696613244259
480707,506,25245,25247,332,312,2453,501,54,7.0,1.119329782732733
409710,443,54260,54264,293,292,749,189,34,5.0,1.1119155647980608
28436,20,80479,80484,7,6,5706,1096,56,7.0,0.5426091782944411
354099,390,58389,58394,235,216,1131,337,39,8.0,0.7237432083932548
57495,40,78650,78656,10,11,1969,337,37,7.0,0.6435638621308869
121075,122,178182,178186,53,54,902,156,18,7.0,0.6145816993069612
408721,442,63564,63574,293,273,1168,221,24,7.0,0.8389728572309009
253025,267,197332,197340,210,229,1197,313,43,8.0,0.665031004775942
503333,525,189647,189654,352,332,3450,777,75,7.0,1.119329782732733
383098,417,95857,95862,261,260,1892,528,38,7.0,0.524234110076884
27362,20,43844,43847,7,6,5706,1096,56,7.0,0.5426091782944411
444019,473,191456,191464,312,292,2905,704,68,7.0,1.1119155647980608
557829,575,116710,116718,390,389,5780,1058,60,7.0,0.7425888616027709
23949,15,175902,175910,6,7,6148,1131,59,7.0,0.5426091782944411
183940,190,67787,67797,166,186,2815,622,54,7.0,1.2843709165327069
85563,82,177496,177505,31,10,625,158,29,8.0,0.7038170681089723
173545,180,71400,71403,146,126,1812,362,41,7.0,1.2918859947622392
342999,377,156883,156887,232,252,1360,255,30,7.0,1.1940024538182468
370310,408,22124,22126,252,232,1319,281,32,7.0,1.1940024538182468
419805,451,105462,105472,301,300,2318,558,28,7.0,0.752293892421816
421817,453,177762,177764,301,321,1142,205,25,7.0,0.752293892421816
436795,469,55354,55362,306,326,1496,269,35,7.0,0.4805973720292605
523481,548,149452,149459,372,393,234,75,16,8.0,0.8635553308620566
261176,277,77524,77532,212,233,1129,343,44,8.0,1.1619791581108354
290410,318,185789,185799,221,222,957,203,24,7.0,0.9050989791035348
128142,133,37472,37482,67,87,1336,265,36,7.0,0.9820359200257924
461140,479,191496,191500,313,312,6124,1172,62,7.0,1.0310349539355537
269616,292,182948,182958,215,214,568,126,17,7.0,0.6704601283040799
94151,97,175368,175377,33,13,766,176,20,7.0,0.586989255123132
195937,199,171773,171778,178,198,3781,724,66,7.0,0.6242252993529385
338956,376,63876,63880,232,233,3684,906,62,6.0,1.1619791581108354
371419,408,154832,154840,252,232,1319,281,32,7.0,1.1940024538182468
20867,15,79164,79168,6,7,6148,1131,59,7.0,0.5426091782944411
516371,535,107207,107213,361,381,733,188,25,6.0,0.3811421748763997
247158,261,63706,63712,209,229,2724,563,46,6.0,1.2040851850136032
229696,237,149297,149301,206,207,2772,530,75,7.0,1.3972225133438927
337465,375,109846,109851,232,231,1598,285,38,7.0,1.1411627055128797
477809,501,113580,113584,326,306,841,165,21,7.0,0.4805973720292605
46402,34,121137,121145,9,10,6723,1315,66,7.0,0.8979178206761399
471788,494,18,21,318,317,2361,405,53,7.0,0.5899983588744228
12848,5,184791,184799,4,5,2574,462,51,7.0,0.5708371775563242
112143,115,87454,87459,52,32,1615,285,39,7.0,0.5689117131441633
66816,52,56647,56653,12,13,4827,970,38,7.0,0.4343780295618495
64728,51,110004,110012,12,11,1680,303,46,7.0,0.4773074013808554
479945,503,164033,164041,326,346,2223,405,41,7.0,0.389921676410541
46297,34,112135,112138,9,10,6723,1315,66,7.0,0.8979178206761399
54542,39,133380,133387,10,9,7588,1341,80,7.0,0.8979178206761399
220894,224,67830,67838,204,223,1215,316,32,8.0,0.7820937747631929
202358,205,90723,90728,186,207,515,125,26,8.0,1.3972225133438927
26568,20,31627,31636,7,6,5706,1096,56,7.0,0.5426091782944411
63746,50,81699,81709,12,10,83,45,26,10.0,0.6435638621308869
188716,195,48924,48932,167,186,1279,385,39,8.0,1.3357884073864643
323088,357,173816,173824,230,209,1507,425,39,8.0,1.2040851850136032
129170,133,172165,172170,67,87,1336,265,36,7.0,0.9820359200257924
56059,39,186827,186832,10,9,7588,1341,80,7.0,0.8979178206761399
388077,421,7147,7156,272,273,3435,743,41,7.0,0.8389728572309009
286555,316,24484,24487,218,238,3208,669,39,7.0,0.8816696613244259
259139,276,136831,136834,212,232,4549,902,60,7.0,1.0962254186468878
438123,471,4031,4036,307,306,3304,699,36,7.0,0.4805973720292605
339038,376,64980,64986,232,233,3684,906,62,6.0,1.1619791581108354
389076,421,44796,44806,272,273,3435,743,41,7.0,0.8389728572309009
515689,534,152850,152859,361,341,1406,257,31,7.0,0.4920301440106474
328028,359,173835,173839,230,229,3372,705,51,7.0,0.6928147497270761
248358,261,142069,142075,209,229,2724,563,46,6.0,1.2040851850136032
129820,138,36749,36758,86,87,3356,735,46,7.0,1.1216278354671452
65366,51,174076,174083,12,11,1680,303,46,7.0,0.4773074013808554
56020,39,183269,183279,10,9,7588,1341,80,7.0,0.8979178206761399
385411,420,40962,40966,272,252,3139,673,55,7.0,1.1940024538182468
348966,383,124749,124755,233,232,3420,720,69,7.0,1.1619791581108354
465958,487,71110,71115,316,315,3884,690,66,7.0,0.6423751221008027
439478,471,59432,59438,307,306,3304,699,36,7.0,0.4805973720292605
202530,205,144782,144792,186,207,515,125,26,8.0,1.3972225133438927
247487,261,89968,89978,209,229,2724,563,46,6.0,1.2040851850136032
498403,522,125983,125993,347,346,1760,397,24,7.0,0.4416835907527695
550746,572,94515,94519,389,390,7154,1413,89,7.0,0.7425888616027709
79742,66,113235,113242,26,46,1774,348,37,7.0,1.1664980998843535
20217,15,72294,72298,6,7,6148,1131,59,7.0,0.5426091782944411
154487,161,153201,153211,122,123,1860,333,36,7.0,0.4773171113225932
67722,52,119726,119729,12,13,4827,970,38,7.0,0.4343780295618495
496959,520,124034,124044,346,367,256,62,11,8.0,0.4287786546538285
241306,251,71827,71835,208,207,370,74,13,7.0,1.3972225133438927
209983,213,7054,7063,198,218,3262,622,68,7.0,0.8816696613244259
311095,345,196357,196363,227,206,1166,345,37,8.0,1.067174264901552
68719,52,163534,163536,12,13,4827,970,38,7.0,0.4343780295618495
391403,421,196680,196683,272,273,3435,743,41,7.0,0.8389728572309009
369570,405,138602,138612,241,261,2498,461,43,7.0,1.1119894608452026
387778,420,181171,181179,272,252,3139,673,55,7.0,1.1940024538182468
148441,155,5400,5407,107,106,478,137,29,5.0,0.8814227627528947
351892,389,83546,83556,235,215,3043,744,48,7.0,0.7237432083932548
368760,405,56755,56765,241,261,2498,461,43,7.0,1.1119894608452026
536816,561,166674,166682,387,367,802,171,26,7.0,0.4438264341470948
57958,40,136170,136177,10,11,1969,337,37,7.0,0.6435638621308869
540867,563,27837,27847,387,388,1752,357,43,7.0,0.4438264341470948
242988,252,126684,126690,208,209,2158,402,46,7.0,1.2040851850136032
228960,237,104554,104557,206,207,2772,530,75,7.0,1.3972225133438927
225051,228,154232,154242,205,206,1773,320,37,7.0,1.067174264901552
253467,268,85154,85159,210,230,1174,278,34,6.0,0.6928147497270761
531279,555,144251,144253,384,383,3150,611,39,7.0,0.4182303580580847
157792,165,103484,103486,123,124,3504,645,57,7.0,0.6901232461389545
409141,442,144421,144431,293,273,1168,221,24,7.0,0.8389728572309009
335937,372,136856,136862,232,213,1660,514,42,8.0,1.0962254186468878
429776,463,37888,37898,305,306,1373,300,35,7.0,0.4805973720292605
6409,4,21164,21165,4,3,4567,895,42,7.0,0.5708371775563242
307933,343,39357,39361,226,227,2314,483,33,6.0,0.4615167349457846
560226,575,193910,193915,390,389,5780,1058,60,7.0,0.7425888616027709
287767,316,82741,82746,218,238,3208,669,39,7.0,0.8816696613244259
299059,332,196138,196145,223,224,2604,557,36,7.0,0.6191565157353949
442499,473,98016,98022,312,292,2905,704,68,7.0,1.1119155647980608
557669,575,112630,112636,390,389,5780,1058,60,7.0,0.7425888616027709
485510,508,176873,176879,332,352,2446,433,52,7.0,1.119329782732733
419716,451,104496,104501,301,300,2318,558,28,7.0,0.752293892421816
400663,433,35462,35465,281,301,1237,248,29,7.0,0.934839852702454
162217,167,197770,197776,124,123,2933,579,43,7.0,0.6901232461389545
242542,252,96536,96540,208,209,2158,402,46,7.0,1.2040851850136032
124787,129,56533,56543,55,54,1964,388,48,7.0,0.5797911426204267
20329,15,72333,72343,6,7,6148,1131,59,7.0,0.5426091782944411
288675,316,115557,115565,218,238,3208,669,39,7.0,0.8816696613244259
323350,357,184043,184047,230,209,1507,425,39,8.0,1.2040851850136032
139979,145,43447,43456,87,107,2191,480,55,7.0,0.9820359200257924
179306,186,84489,84492,158,178,2010,344,46,7.0,0.5668323279398094
89424,90,174963,174972,32,13,191,47,11,8.0,0.5472985106568845
34751,26,31619,31629,8,7,1911,382,50,7.0,0.5426091782944411
150951,158,83640,83650,121,122,1754,316,37,7.0,0.6495529827524277
306190,340,154961,154970,226,206,1938,464,41,7.0,1.067174264901552
464166,485,163941,163947,315,316,2150,453,27,7.0,0.6423751221008027
135485,142,71431,71436,87,67,502,101,13,7.0,0.9820359200257924
226190,233,71366,71374,206,186,1044,202,23,7.0,1.2843709165327069
18992,15,26011,26021,6,7,6148,1131,59,7.0,0.5426091782944411
96844,103,168534,168537,46,26,1130,205,23,7.0,1.1664980998843535
139174,144,33088,33097,87,106,474,175,34,8.0,0.9820359200257924
200140,203,109709,109711,186,187,1433,392,45,6.0,1.2843709165327069
65101,51,150434,150440,12,11,1680,303,46,7.0,0.4773074013808554
119595,121,154490,154496,53,52,1991,412,37,7.0,0.6145816993069612
243116,252,139562,139571,208,209,2158,402,46,7.0,1.2040851850136032
526833,554,51618,51626,383,384,2855,525,32,7.0,0.4182303580580847
29892,20,135929,135938,7,6,5706,1096,56,7.0,0.5426091782944411
258747,276,122143,122145,212,232,4549,902,60,7.0,1.0962254186468878
240807,249,151537,151539,207,227,1391,345,33,6.0,1.3972225133438927
483083,507,25024,25031,332,313,446,123,23,8.0,1.119329782732733
448618,475,118763,118773,312,313,6951,1469,79,7.0,1.0310349539355537
498525,522,142109,142117,347,346,1760,397,24,7.0,0.4416835907527695
408937,442,115640,115647,293,273,1168,221,24,7.0,0.8389728572309009
322692,357,142021,142030,230,209,1507,425,39,8.0,1.2040851850136032
291983,321,170119,170125,222,203,175,50,12,8.0,0.9050989791035348
100063,105,103115,103118,46,47,5614,1117,54,7.0,1.1664980998843535
57107,40,35022,35029,10,11,1969,337,37,7.0,0.6435638621308869
179182,186,82706,82714,158,178,2010,344,46,7.0,0.5668323279398094
15149,10,86897,86905,5,6,1744,340,37,7.0,0.4942256235210543
316767,351,154281,154287,229,209,1862,465,44,6.0,1.2040851850136032
90263,91,91393,91399,32,31,1641,346,40,7.0,0.7038170681089723
165776,173,165571,165577,126,127,1965,491,35,7.0,1.181694780615308
240512,249,135066,135070,207,227,1391,345,33,6.0,1.3972225133438927
358689,394,196204,196209,236,215,1053,300,38,8.0,0.6704601283040799
548255,572,18807,18814,389,390,7154,1413,89,7.0,0.7425888616027709
306067,340,149293,149296,226,206,1938,464,41,7.0,1.067174264901552
413165,448,11883,11888,300,301,3610,608,52,7.0,0.752293892421816
349434,383,140213,140220,233,232,3420,720,69,7.0,1.1619791581108354
152580,160,114264,114272,122,121,818,145,20,7.0,0.6495529827524277
99670,105,91819,91829,46,47,5614,1117,54,7.0,1.1664980998843535
432930,468,1314,1324,306,307,3461,702,28,7.0,0.4805973720292605
181323,188,142731,142740,166,146,1463,279,32,7.0,1.2918859947622392
274554,296,158174,158178,215,235,3819,754,47,7.0,0.7237432083932548
102443,105,196508,196512,46,47,5614,1117,54,7.0,1.1664980998843535
254478,269,193478,193485,210,231,231,72,12,8.0,1.1411627055128797
410555,444,76079,76085,293,312,804,191,35,8.0,1.0306249533555365
385485,420,46460,46467,272,252,3139,673,55,7.0,1.1940024538182468
495448,519,110473,110478,346,347,2141,403,20,7.0,0.4416835907527695
322216,357,81332,81340,230,209,1507,425,39,8.0,1.2040851850136032
45589,34,86978,86986,9,10,6723,1315,66,7.0,0.8979178206761399
49329,39,5252,5258,10,9,7588,1341,80,7.0,0.8979178206761399
80211,66,168281,168290,26,46,1774,348,37,7.0,1.1664980998843535
506006,526,105303,105307,352,353,4882,1113,53,7.0,0.6701754396575299
230725,240,19048,19054,206,226,2044,488,38,6.0,1.067174264901552
484285,508,107398,107404,332,352,2446,433,52,7.0,1.119329782732733
290945,320,37658,37666,221,241,1351,267,29,7.0,1.1119894608452026
188619,195,33515,33521,167,186,1279,385,39,8.0,1.3357884073864643
377923,414,37705,37715,260,261,2151,455,33,7.0,0.524234110076884
520186,544,97095,97097,372,352,3304,604,64,7.0,0.8635553308620566
18487,15,8602,8606,6,7,6148,1131,59,7.0,0.5426091782944411
206825,208,176444,176446,187,186,1285,340,47,6.0,1.2843709165327069
45603,34,86985,86986,9,10,6723,1315,66,7.0,0.8979178206761399
232754,241,40340,40349,206,227,1036,288,32,8.0,1.067174264901552
174315,180,128886,128890,146,126,1812,362,41,7.0,1.2918859947622392
261229,277,83947,83954,212,233,1129,343,44,8.0,1.1619791581108354
352663,389,121786,121792,235,215,3043,744,48,7.0,0.7237432083932548
397932,428,191789,191794,273,293,567,118,16,7.0,0.8389728572309009
26997,20,38160,38170,7,6,5706,1096,56,7.0,0.5426091782944411
59149,44,5240,5249,11,10,2237,406,56,7.0,0.6435638621308869
539640,562,141651,141659,387,386,3556,691,39,7.0,0.4438264341470948
320366,354,123733,123736,229,230,3135,730,39,7.0,0.6928147497270761
225817,232,175774,175779,205,226,112,27,6,8.0,0.5395771851089068
178319,186,24391,24399,158,178,2010,344,46,7.0,0.5668323279398094
284207,314,4864,4867,218,217,2100,487,54,7.0,0.8816696613244259
190577,196,68265,68270,167,187,1931,464,42,7.0,1.3357884073864643
204843,207,119120,119126,187,167,2003,412,36,7.0,1.3357884073864643
315623,351,32305,32307,229,209,1862,465,44,6.0,1.2040851850136032
521042,544,147370,147377,372,352,3304,604,64,7.0,0.8635553308620566
276098,299,52296,52304,216,215,1287,270,38,6.0,0.6704601283040799
402700,436,125272,125275,292,272,1562,290,33,7.0,1.1119155647980608
103665,110,70197,70206,47,27,435,80,11,7.0,1.2483050882681392
92633,94,98514,98523,32,53,306,85,17,8.0,0.6145816993069612
455910,479,34519,34521,313,312,6124,1172,62,7.0,1.0310349539355537
82470,72,164652,164660,27,26,901,190,29,6.0,1.2483050882681392
298124,332,112465,112473,223,224,2604,557,36,7.0,0.6191565157353949
261200,277,77553,77557,212,233,1129,343,44,8.0,1.1619791581108354
155488,164,166309,166319,123,122,775,145,18,7.0,0.4773171113225932
172874,178,139244,139252,127,146,784,296,37,8.0,1.2918859947622392
443715,473,176218,176223,312,292,2905,704,68,7.0,1.1119155647980608
16637,12,45688,45698,5,26,417,103,20,8.0,0.6157022221184753
558119,575,132346,132351,390,389,5780,1058,60,7.0,0.7425888616027709
306400,340,180307,180315,226,206,1938,464,41,7.0,1.067174264901552
76924,62,2927,2936,26,6,884,196,27,6.0,0.6157022221184753
308627,343,93254,93259,226,227,2314,483,33,6.0,0.4615167349457846
479321,503,115885,115895,326,346,2223,405,41,7.0,0.389921676410541
462272,484,194625,194635,315,313,153,86,44,10.0,1.0310349539355537
155652,164,180382,180387,123,122,775,145,18,7.0,0.4773171113225932
546128,569,124070,124079,388,390,78,49,27,10.0,0.7425888616027709
216333,218,126584,126593,203,223,1634,339,35,6.0,0.4482084322085275
315932,351,63712,63715,229,209,1862,465,44,6.0,1.2040851850136032
348659,383,101019,101024,233,232,3420,720,69,7.0,1.1619791581108354
30052,20,152432,152436,7,6,5706,1096,56,7.0,0.5426091782944411
112964,115,181558,181563,52,32,1615,285,39,7.0,0.5689117131441633
233212,241,106848,106850,206,227,1036,288,32,8.0,1.067174264901552
7105,4,60821,60827,4,3,4567,895,42,7.0,0.5708371775563242
126946,131,79973,79977,67,47,1054,186,24,7.0,0.658386063454484
384000,417,172003,172009,261,260,1892,528,38,7.0,0.524234110076884
127055,131,91835,91838,67,47,1054,186,24,7.0,0.658386063454484
532390,558,3071,3081,386,384,41,24,12,10.0,0.3912138693458273
47700,34,150487,150491,9,10,6723,1315,66,7.0,0.8979178206761399
291017,320,46856,46865,221,241,1351,267,29,7.0,1.1119894608452026
532935,559,39856,39864,386,387,3786,725,48,7.0,0.4438264341470948
360477,397,36150,36153,236,235,4148,791,77,7.0,0.7237432083932548
33355,23,120168,120174,7,26,240,79,14,8.0,0.6157022221184753
25030,17,167242,167244,6,26,837,148,26,7.0,0.6157022221184753
436390,469,1422,1431,306,326,1496,269,35,7.0,0.4805973720292605
510093,530,21095,21101,353,352,4031,742,47,7.0,0.6701754396575299
46485,34,121187,121195,9,10,6723,1315,66,7.0,0.8979178206761399
443608,473,154786,154796,312,292,2905,704,68,7.0,1.1119155647980608
312805,346,196312,196315,227,207,1789,455,46,6.0,1.3972225133438927
307201,341,106912,106922,226,207,935,305,32,8.0,1.3972225133438927
201390,204,67795,67805,186,206,1269,272,37,7.0,1.2843709165327069
216642,218,179202,179204,203,223,1634,339,35,6.0,0.4482084322085275
351207,389,28926,28932,235,215,3043,744,48,7.0,0.7237432083932548
436138,468,179669,179678,306,307,3461,702,28,7.0,0.4805973720292605
290140,318,139104,139108,221,222,957,203,24,7.0,0.9050989791035348
216403,218,155320,155323,203,223,1634,339,35,6.0,0.4482084322085275
63005,48,91925,91934,11,31,945,206,27,7.0,0.7038170681089723
493893,517,148549,148555,341,361,1018,206,23,7.0,0.4920301440106474
12338,5,138348,138349,4,5,2574,462,51,7.0,0.5708371775563242
240434,249,109292,109299,207,227,1391,345,33,6.0,1.3972225133438927
440230,471,114475,114485,307,306,3304,699,36,7.0,0.4805973720292605
133870,139,126232,126236,86,106,1736,382,42,7.0,1.1216278354671452
289460,316,198938,198945,218,238,3208,669,39,7.0,0.8816696613244259
451948,476,88887,88890,312,332,901,169,22,7.0,1.119329782732733
379341,415,9131,9141,260,281,101,29,7,8.0,0.934839852702454
515495,534,117650,117658,361,341,1406,257,31,7.0,0.4920301440106474
349622,383,162587,162594,233,232,3420,720,69,7.0,1.1619791581108354
244532,259,9851,9860,209,210,2324,461,60,7.0,1.2040851850136032
248056,261,113071,113073,209,229,2724,563,46,6.0,1.2040851850136032
477940,501,160018,160026,326,306,841,165,21,7.0,0.4805973720292605
208187,211,4903,4913,198,178,1714,324,22,7.0,0.6242252993529385
507719,526,186517,186523,352,353,4882,1113,53,7.0,0.6701754396575299
320703,354,144862,144866,229,230,3135,730,39,7.0,0.6928147497270761
144838,150,16540,16546,106,126,1286,253,33,7.0,0.8607825119832312
412985,448,8832,8836,300,301,3610,608,52,7.0,0.752293892421816
360778,397,64761,64767,236,235,4148,791,77,7.0,0.7237432083932548
29071,20,100057,100063,7,6,5706,1096,56,7.0,0.5426091782944411
80120,66,145645,145652,26,46,1774,348,37,7.0,1.1664980998843535
42680,34,23047,23055,9,10,6723,1315,66,7.0,0.8979178206761399
409767,443,61483,61491,293,292,749,189,34,5.0,1.1119155647980608
189277,195,110673,110679,167,186,1279,385,39,8.0,1.3357884073864643
213914,214,85091,85100,203,204,1689,337,48,7.0,0.7820937747631929
96167,103,26631,26636,46,26,1130,205,23,7.0,1.1664980998843535
547312,571,176538,176548,389,388,1306,215,26,7.0,0.7088659022355741
510790,530,64639,64647,353,352,4031,742,47,7.0,0.6701754396575299
455415,478,195609,195616,313,293,1835,386,52,6.0,1.0310349539355537
486481,511,190980,190989,340,321,69,32,9,8.0,0.54501111574303
34485,26,8530,8540,8,7,1911,382,50,7.0,0.5426091782944411
275434,297,116355,116362,215,236,863,254,36,8.0,0.6704601283040799
9511,4,146130,146137,4,3,4567,895,42,7.0,0.5708371775563242
559846,575,180198,180203,390,389,5780,1058,60,7.0,0.7425888616027709
185309,190,171417,171425,166,186,2815,622,54,7.0,1.2843709165327069
301080,334,82228,82233,224,204,1965,512,34,6.0,0.7820937747631929
513663,530,193118,193126,353,352,4031,742,47,7.0,0.6701754396575299
85366,82,101397,101400,31,10,625,158,29,8.0,0.7038170681089723
122181,126,91876,91878,54,53,2150,349,51,7.0,0.6145816993069612
458342,479,109100,109104,313,312,6124,1172,62,7.0,1.0310349539355537
516492,535,151587,151591,361,381,733,188,25,6.0,0.3811421748763997
373424,410,59732,59734,252,272,4224,748,64,7.0,1.1940024538182468
8201,4,103060,103069,4,3,4567,895,42,7.0,0.5708371775563242
255980,275,50454,50464,212,231,193,54,12,8.0,1.1411627055128797
458063,479,104814,104819,313,312,6124,1172,62,7.0,1.0310349539355537
75046,57,165745,165749,13,12,5022,865,46,7.0,0.4343780295618495
143490,147,192584,192592,106,86,1727,337,43,7.0,1.1216278354671452
386741,420,122774,122778,272,252,3139,673,55,7.0,1.1940024538182468
293664,324,197224,197228,222,223,666,129,16,7.0,0.9050989791035348
94189,97,180058,180060,33,13,766,176,20,7.0,0.586989255123132
104474,111,46359,46364,47,46,5678,1122,50,7.0,1.1664980998843535
538167,562,71312,71316,387,386,3556,691,39,7.0,0.4438264341470948
379278,414,188620,188623,260,261,2151,455,33,7.0,0.524234110076884
565711,579,164139,164142,392,393,4751,1009,35,7.0,0.42516877339884
363371,397,183960,183966,236,235,4148,791,77,7.0,0.7237432083932548
49558,39,10388,10390,10,9,7588,1341,80,7.0,0.8979178206761399
37064,27,78631,78641,8,9,2161,394,43,7.0,0.8979178206761399
386898,420,139379,139387,272,252,3139,673,55,7.0,1.1940024538182468
58982,43,97781,97790,11,9,135,75,34,10.0,0.8979178206761399
25664,20,8551,8558,7,6,5706,1096,56,7.0,0.5426091782944411
205177,207,136669,136671,187,167,2003,412,36,7.0,1.3357884073864643
252210,267,75945,75954,210,229,1197,313,43,8.0,0.665031004775942
482714,506,177096,177105,332,312,2453,501,54,7.0,1.119329782732733
360680,397,54513,54516,236,235,4148,791,77,7.0,0.7237432083932548
520919,544,140631,140637,372,352,3304,604,64,7.0,0.8635553308620566
121560,126,39617,39622,54,53,2150,349,51,7.0,0.6145816993069612
20831,15,79132,79135,6,7,6148,1131,59,7.0,0.5426091782944411
293684,324,197226,197233,222,223,666,129,16,7.0,0.9050989791035348
437585,469,148431,148440,306,326,1496,269,35,7.0,0.4805973720292605
270572,293,121769,121777,215,216,1452,353,47,7.0,0.6704601283040799
97816,105,49160,49166,46,47,5614,1117,54,7.0,1.1664980998843535
312172,346,109279,109284,227,207,1789,455,46,6.0,1.3972225133438927
71422,57,10340,10346,13,12,5022,865,46,7.0,0.4343780295618495
431683,467,18512,18516,306,305,1673,333,42,7.0,0.4805973720292605
362827,397,158776,158785,236,235,4148,791,77,7.0,0.7237432083932548
295393,328,112498,112502,223,204,1372,371,32,8.0,0.7820937747631929
303974,337,107641,107651,224,223,2188,512,43,7.0,0.6191565157353949
117221,120,113450,113459,53,33,2430,508,57,7.0,0.6145816993069612
458789,479,123574,123582,313,312,6124,1172,62,7.0,1.0310349539355537
125759,129,132694,132704,55,54,1964,388,48,7.0,0.5797911426204267
283598,312,77674,77684,218,198,983,190,23,7.0,0.8816696613244259
123035,126,166856,166862,54,53,2150,349,51,7.0,0.6145816993069612
225078,228,154236,154239,205,206,1773,320,37,7.0,1.067174264901552
345710,379,77329,77334,233,213,1606,399,51,6.0,1.1619791581108354
5605,2,183750,183755,3,4,5792,1015,65,7.0,0.5708371775563242
50102,39,23100,23110,10,9,7588,1341,80,7.0,0.8979178206761399
469299,491,35654,35661,317,316,2220,413,48,7.0,0.5899983588744228
103914,110,192620,192627,47,27,435,80,11,7.0,1.2483050882681392
477504,501,20522,20527,326,306,841,165,21,7.0,0.4805973720292605
67751,52,119759,119769,12,13,4827,970,38,7.0,0.4343780295618495
34000,24,136484,136494,7,27,832,183,31,6.0,1.2483050882681392
92614,94,61757,61765,32,53,306,85,17,8.0,0.6145816993069612
518883,544,31270,31278,372,352,3304,604,64,7.0,0.8635553308620566
513181,530,182007,182014,353,352,4031,742,47,7.0,0.6701754396575299
10480,4,182359,182366,4,3,4567,895,42,7.0,0.5708371775563242
490461,515,165235,165241,341,321,1836,402,39,7.0,0.54501111574303
251734,265,184028,184031,210,209,1293,300,37,6.0,1.2040851850136032
556619,575,88559,88569,390,389,5780,1058,60,7.0,0.7425888616027709
77111,62,18429,18437,26,6,884,196,27,6.0,0.6157022221184753
55150,39,150493,150503,10,9,7588,1341,80,7.0,0.8979178206761399
442916,473,118513,118519,312,292,2905,704,68,7.0,1.1119155647980608
448564,475,118731,118734,312,313,6951,1469,79,7.0,1.0310349539355537
95815,101,9759,9767,33,54,85,18,4,8.0,0.586989255123132
261909,278,16002,16009,213,212,1967,412,44,6.0,0.5858748306458231
460862,479,189865,189872,313,312,6124,1172,62,7.0,1.0310349539355537
130521,138,58653,58657,86,87,3356,735,46,7.0,1.1216278354671452
34205,24,190208,190217,7,27,832,183,31,6.0,1.2483050882681392
534036,559,104081,104090,386,387,3786,725,48,7.0,0.4438264341470948
150429,157,179728,179737,107,127,1206,252,31,7.0,1.181694780615308
210322,213,28668,28675,198,218,3262,622,68,7.0,0.8816696613244259
534448,559,116922,116927,386,387,3786,725,48,7.0,0.4438264341470948
554546,572,195905,195907,389,390,7154,1413,89,7.0,0.7425888616027709
240611,249,141333,141337,207,227,1391,345,33,6.0,1.3972225133438927
416557,450,29014,29023,301,281,2247,527,56,7.0,0.934839852702454
60671,44,151049,151057,11,10,2237,406,56,7.0,0.6435638621308869
545025,568,99514,99520,388,389,2407,439,67,7.0,0.7088659022355741
