stage,evidence_class,pre_stage30_results_status,env_name,seed,u,v,edge_id,edge_weight,edge_weight_available,edge_metadata_keys,te_score,te_score_available,tdr_distance,tdr_distance_available,is_task_goal_edge,u_dataset_idx,v_dataset_idx,u_embedding_match_dist,v_embedding_match_dist,u_embedding_match_tolerance,v_embedding_match_tolerance,u_exact_embedding_match,v_exact_embedding_match,edge_dataset_mapping_exact,same_trajectory,same_trajectory_available,dt,dt_available,cross_trajectory,cross_trajectory_available,edge_category,src_degree,dst_degree,src_out_degree,dst_in_degree,edge_usage_count,success_episode_usage,failure_episode_usage,first_failed_frequency
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,96,78->96,6.6907244,1,weight,,0,6.6907244,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,52,38,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,102,78->102,4.53971,1,weight,,0,4.53971,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,82,38,41,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,143,78->143,6.71472,1,weight,,0,6.71472,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,62,38,31,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,175,78->175,3.9251287,1,weight,,0,3.9251287,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,52,38,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,210,78->210,6.6288023,1,weight,,0,6.6288023,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,64,38,32,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,252,78->252,5.112695,1,weight,,0,5.112695,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,72,38,36,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,282,78->282,7.832684,1,weight,,0,7.832684,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,20,38,10,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,288,78->288,4.3916225,1,weight,,0,4.3916225,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,84,38,42,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,289,78->289,4.7570806,1,weight,,0,4.7570806,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,66,38,33,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,301,78->301,4.7950263,1,weight,,0,4.7950263,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,52,38,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,309,78->309,7.61565,1,weight,,0,7.61565,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,54,38,27,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,321,78->321,6.91477,1,weight,,0,6.91477,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,38,38,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,388,78->388,7.6925316,1,weight,,0,7.6925316,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,50,38,25,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,396,78->396,7.85598,1,weight,,0,7.85598,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,28,38,14,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,397,78->397,7.2350116,1,weight,,0,7.2350116,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,26,38,13,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,400,78->400,6.5468583,1,weight,,0,6.5468583,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,48,38,24,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,471,78->471,6.4891024,1,weight,,0,6.4891024,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,38,38,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,473,78->473,4.1269665,1,weight,,0,4.1269665,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,66,38,33,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,489,78->489,2.028108,1,weight,,0,2.028108,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,70,38,35,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,502,78->502,6.661001,1,weight,,0,6.661001,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,66,38,33,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,508,78->508,7.977727,1,weight,,0,7.977727,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,38,38,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,541,78->541,6.1825447,1,weight,,0,6.1825447,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,72,38,36,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,545,78->545,7.2643595,1,weight,,0,7.2643595,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,50,38,25,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,562,78->562,6.7275457,1,weight,,0,6.7275457,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,36,38,18,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,648,78->648,6.339787,1,weight,,0,6.339787,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,66,38,33,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,683,78->683,7.722175,1,weight,,0,7.722175,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,60,38,30,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,735,78->735,3.2850997,1,weight,,0,3.2850997,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,74,38,37,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,786,78->786,6.0929976,1,weight,,0,6.0929976,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,60,38,30,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,817,78->817,7.0322137,1,weight,,0,7.0322137,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,38,38,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,848,78->848,7.136873,1,weight,,0,7.136873,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,18,38,9,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,918,78->918,6.9542284,1,weight,,0,6.9542284,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,52,38,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,78,921,78->921,5.329709,1,weight,,0,5.329709,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,76,68,38,34,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,55,79->55,4.0695987,1,weight,,0,4.0695987,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,42,17,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,56,79->56,6.9473867,1,weight,,0,6.9473867,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,34,17,17,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,80,79->80,4.723623,1,weight,,0,4.723623,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,32,17,16,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,175,79->175,5.5417175,1,weight,,0,5.5417175,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,52,17,26,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,208,79->208,7.038361,1,weight,,0,7.038361,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,42,17,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,209,79->209,6.678463,1,weight,,0,6.678463,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,44,17,22,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,210,79->210,7.760385,1,weight,,0,7.760385,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,64,17,32,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,225,79->225,5.445168,1,weight,,0,5.445168,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,42,17,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,239,79->239,5.9742603,1,weight,,0,5.9742603,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,42,17,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,339,79->339,3.454566,1,weight,,0,3.454566,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,42,17,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,393,79->393,7.525912,1,weight,,0,7.525912,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,40,17,20,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,432,79->432,7.3456717,1,weight,,0,7.3456717,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,44,17,22,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,562,79->562,2.9969819,1,weight,,0,2.9969819,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,36,17,18,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,590,79->590,6.071551,1,weight,,0,6.071551,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,40,17,20,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,687,79->687,6.2996473,1,weight,,0,6.2996473,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,44,17,22,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,700,79->700,7.1301665,1,weight,,0,7.1301665,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,18,17,9,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,79,817,79->817,6.3626475,1,weight,,0,6.3626475,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,34,38,17,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,55,80->55,7.3253818,1,weight,,0,7.3253818,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,42,16,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,79,80->79,4.723623,1,weight,,0,4.723623,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,34,16,17,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,97,80->97,3.7875245,1,weight,,0,3.7875245,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,28,16,14,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,209,80->209,7.463912,1,weight,,0,7.463912,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,44,16,22,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,225,80->225,7.783951,1,weight,,0,7.783951,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,42,16,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,239,80->239,7.453709,1,weight,,0,7.453709,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,42,16,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,302,80->302,7.4645433,1,weight,,0,7.4645433,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,48,16,24,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,339,80->339,3.8062487,1,weight,,0,3.8062487,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,42,16,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,387,80->387,6.0969725,1,weight,,0,6.0969725,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,38,16,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,393,80->393,3.946936,1,weight,,0,3.946936,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,40,16,20,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,432,80->432,6.463152,1,weight,,0,6.463152,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,44,16,22,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,562,80->562,6.4258666,1,weight,,0,6.4258666,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,36,16,18,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,590,80->590,5.3149085,1,weight,,0,5.3149085,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,40,16,20,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,684,80->684,6.268832,1,weight,,0,6.268832,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,36,16,18,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,741,80->741,5.48173,1,weight,,0,5.48173,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,24,16,12,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,80,912,80->912,7.995516,1,weight,,0,7.995516,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,32,38,16,19,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,81,13,81->13,6.2673416,1,weight,,0,6.2673416,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,48,44,24,22,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,81,16,81->16,4.0744114,1,weight,,0,4.0744114,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,48,48,24,24,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,81,17,81->17,4.400626,1,weight,,0,4.400626,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,48,56,24,28,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,81,50,81->50,5.564114,1,weight,,0,5.564114,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,48,42,24,21,0,0,0,0
stage30_official_gas_keygraph_audit,OFFICIAL_GAS_KEYGRAPH_EDGE_DIAGNOSTIC,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,81,65,81->65,7.555868,1,weight,,0,7.555868,1,0,,,,,,,0,0,0,,0,,0,,0,official_keygraph_edge_metadata_only,48,42,24,21,0,0,0,0
